sector,project,account_item,status,request_id,code,vendor,amount_total,amount_paid,amount_canceled,amount_remaining,source_request_date,payment_request_date,approval_date,payment_date,Time
قطاع رأس الخير و روشن,رأس الخير,موردين,,,2101011057,شركة الفرسان للآلات والمعدات,"6,801","6,801",0,0,45847,,45847,45847,1202-7-9
قطاع رأس الخير و روشن,رأس الخير,موردين,,,2101011063,شركة أبناء سليمان الجهنى المحدودة,"8,610","8,610",0,0,45847,,45847,45847,1202-7-9
قطاع رأس الخير و روشن,رأس الخير,موردين,,,2101011057,شركة الفرسان للآلات والمعدات,"5,293","5,293",0,0,45847,,45847,45847,1202-7-9
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,مؤسسة فيصل علي الجلاهمة التجارية,"2,760","2,760",0,0,45847,,45847,45847,1202-7-9
قطاع رأس الخير و روشن,رأس الخير,موردين,,,2101010670,شركة بيت الاباء للسيراميك والرخام المحدودة,"56,379","56,379",0,0,45847,,45847,45847,1202-7-9
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,مؤسسة محيط الخليج التجارية,"1,490","1,490",0,0,45847,,45847,45847,1202-7-9
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,عهدة,,0,1101000013,طلب عهدة - محمود سعفان,"5,000","5,000",0,0,45847,,45847,45847,1011-7-9
قطاعات أخرى,المركز الاداري,موردين,,,-,وكالة الأوائل آرت للدعاية والإعلان,"1,950","1,950",0,0,45847,,45847,45847,220-7-9
قطاعات أخرى,المركز الاداري,موردين,,,-,مطبعة دنيا الطباعة للطباعة,80,80,0,0,45847,,45847,45847,220-7-9
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,سدادات,,,5104000007,الشركة السعودية للكهرباء - 30035134397,"29,969","29,969",0,0,45847,45847,45847,45847,839-7-9
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,سدادات,,,5104000007,الشركة السعودية للكهرباء - 30017426741,252,252,0,0,45847,45847,45847,45847,839-7-9
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,مقاولين الباطن,,,2103011246,شركة سالم كرحان للمقاولات العامة,"50,000","50,000",0,0,45847,45847,45847,45847,839-7-9
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,عهدة,,0,1109010174,طلب عهدة - تاج الدين شرف الدين,"15,000","15,000",0,0,45847,45847,45847,45847,839-7-9
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,فرع مؤسسة عثمان عبيد الغيداني للنقل المدرسي,"8,000","8,000",0,0,45847,,45847,45847,554-7-9
قطاع رأس الخير و روشن,رأس الخير,موردين,,,2101011067,شركة النصر العربية للمنتجات البترولية,"26,461","26,461",0,0,45847,45847,45847,45847,601-7-9
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,,2101010430,شركة مصنع أنظمة الأنابيب السعودي SPS,"100,758","100,758",0,0,45847,45847,45847,45847,621-7-9
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,,2101010847,مصنع التوكيلات للخرسانة الجاهزة - جاك,"41,500","41,500",0,0,45846,,45846,45846,638-7-8
قطاع الإسكان,إسكان الأصالة الرياض,عهدة,,0,1109020002,بلة القرشي,"5,000","5,000",0,0,45845,45845,45845,45845,1140-7-7
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,,,2101010455,شركة سالم بن احمد بن يماني بن محفوظ وابنائه,"12,650","12,650",0,0,45845,,45845,45845,1212-7-7
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,,2101010902,مصنع الوسام الماسي للخرسانة,"11,788","11,788",0,0,45845,45845,45845,45845,411-7-7
قطاع الإسكان,معدات الإسكان,موردين,,,-,شركة التميمى للتجارة والصيانة,"65,464","65,464",0,0,45845,,45845,45845,519-7-7
قطاع التحلية,الصبة الخرسانية تحلية جازان,مقاولين الباطن,,,2103011466,مؤسسة غيدة محمد عمر المشرعي للمقاولات,"32,872","32,872",0,0,45845,45845,45845,45845,557-7-7
قطاع التحلية,الصبة الخرسانية تحلية جازان,عهدة,,0,1109010035,طلب عهدة - م وجدي عبدالواحد,"18,500","18,500",0,0,45844,45844,45844,45844,932-7-6
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,,,2101010455,شركة سالم بن احمد بن يماني بن محفوظ وابنائه,"89,838","89,838",0,0,45844,,45844,45844,1213-7-6
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,,,2101010936,شركة مسارات الإنتاج الصناعية,"91,000","91,000",0,0,45844,,45844,45844,1213-7-6
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,-,مؤسسة موارد البناء,"50,000","50,000",0,0,45844,,45844,45844,927-7-6
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,-,مؤسسة احمد بن سوقان الزهراني للمقاولات,"48,947","48,947",0,0,45844,,45844,45844,927-7-6
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,2103011314,أحمد يوسف أحمد,"10,327","10,327",0,0,45844,,45844,45844,1218-7-6
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,-,مؤسسة احمد عبدالله السلولي للمقاولات,"3,560","3,560",0,0,45844,,45844,45844,1218-7-6
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,-,مؤسسة احمد عبدالله السلولي للمقاولات,819,819,0,0,45844,,45844,45844,1218-7-6
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,-,مؤسسة احمد عبدالله السلولي للمقاولات,"5,670","5,670",0,0,45844,,45844,45844,1218-7-6
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,-,مؤسسة احمد عبدالله السلولي للمقاولات,"7,350","7,350",0,0,45844,,45844,45844,1218-7-6
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,-,مؤسسة احمد عبدالله السلولي للمقاولات,756,756,0,0,45844,,45844,45844,1218-7-6
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,-,مؤسسة احمد عبدالله السلولي للمقاولات,"3,528","3,528",0,0,45844,,45844,45844,1218-7-6
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,عهدة,,3,1109010174,طلب عهدة - تاج الدين شرف الدين,"15,000",0,"15,000",0,45862,-,-,-,-
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,,,2101010581,شركة إنجاز المتقدمة للمنتجات الأسمنتية,"10,000","10,000",0,0,45843,45843,45843,45843,512-7-5
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,,,2101010421,مجموعة حسين هادى جحفلى,"10,000","10,000",0,0,45843,45843,45843,45843,512-7-5
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,,,2101010889,شركة خالد عبد الصافي للإطارات,"2,740","2,740",0,0,45843,45843,45843,45843,512-7-5
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,,,2101010986,شركة السيارة الجديدة,"7,242","7,242",0,0,45843,45843,45843,45843,512-7-5
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,سدادات,,,5104000007,الشركة السعودية للكهرباء - 30010730800 ,434,434,0,0,45843,45843,45843,45843,512-7-5
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,شركة عون للسيارات,"252,000","252,000",0,0,45841,,45841,45841,1254-7-3
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,شركة اتحاد مصانع الأسلاك,"41,500","41,500",0,0,45841,,45841,45841,1254-7-3
قطاع رأس الخير و روشن,رأس الخير,موردين,,,2101010593,شركة سادن المتخصصة للاستشارات الجيولوجية,"41,943","41,943",0,0,45841,45841,45841,45841,1254-7-3
قطاع رأس الخير و روشن,رأس الخير,موردين,,,2101010593,شركة سادن المتخصصة للاستشارات الجيولوجية,"150,853","150,853",0,0,45841,45841,45841,45841,1254-7-3
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,ايجكس للصناعة,"776,250","776,250",0,0,45841,45841,45841,45841,1254-7-3
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,المختص و مصر للأستشارات الهندسية,"500,000","500,000",0,0,45841,45841,45841,45841,1254-7-3
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,شركة عون للسيارات,"254,500","254,500",0,0,45841,,45841,45841,1254-7-3
قطاع الإسكان,مشاريع الإسكان,موردين,,,2101010595,شركة المنابر للاستشارات الهندسية,"302,364","302,364",0,0,45841,,45841,45841,1248-7-3
قطاع الإسكان,تنفيذ وحدات الإسكان التنموي  بالعاقول,موردين,,,2101010751,شركة مصنع بكين الإمارات الدولية للخرسانة الجاهزة,"100,000","100,000",0,0,45841,,45841,45841,1109-7-30
قطاعات أخرى,عام,مقاولين الباطن,,,2109000276,مؤسسة النظم النموذجية للمقاولات العامة,"50,000","50,000",0,0,45841,,45841,45841,1109-7-3
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,-,مقاول باطن / شركة صفوة التقدم للمقاولات,"28,514","28,514",0,0,45841,,45841,45841,146-7-3
قطاع الإسكان,مشاريع الإسكان,مقاولين الباطن,,,-,مؤسسة دنيا الألوان للتجارة,"22,232","22,232",0,0,45841,,45841,45841,146-7-3
قطاع الإسكان,مشاريع الاسكان,عهدة,,0,1109010058,طلب عهدة - محمد عبد العزيز,"7,000","7,000",0,0,45841,45841,45841,45841,419-7-3
قطاعات أخرى,مكتب جدة,عهدة,,0,-,طلب عهدة - محمد ابراهيم عبد المنعم,"5,000","5,000",0,0,45841,,45841,45841,419-7-3
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,,,2101010936,شركة مسارات الإنتاج الصناعية,"27,000","27,000",0,0,45841,,45841,45841,510-7-3
قطاع الإسكان,إسكان المدينة,موردين,,,2101010616,مجموعة المهيلب للمنتجات الاسمنتية,"66,994","66,994",0,0,45809,-,-,45810,-
قطاع الإسكان,إسكان المدينة,موردين,,,2101010616,مجموعة المهيلب للمنتجات الاسمنتية,"66,994","66,994",0,0,45839,45839,45839,45839,444-7-1
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,Sustainable water power consultant,"89,128","89,128",0,0,45840,45840,45840,45840,1123-7-2
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,شركة ابداع الفنون للمقاولات,"11,500","11,500",0,0,45840,,45840,45840,1241-7-2
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,مؤسسة أنظمة النخب للتجارة,"25,300","25,300",0,0,45840,,45840,45840,1241-7-2
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,شركة الموسي للتجارة و المقاولات المحدودة,"31,449","31,449",0,0,45840,,45840,45840,1241-7-2
قطاع رأس الخير و روشن,رأس الخير,موردين,,,-,شركة إنفور السعودية المحدودة,"285,488","285,488",0,0,45840,,45840,45840,1241-7-2
قطاع رأس الخير و روشن,رأس الخير,موردين,,,2101011034,مؤسسة نخبة الحلول و المعلومات لتقنية المعلومات,"183,281","183,281",0,0,45840,45840,45840,45840,1241-7-2
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,عهدة,,0,-,طلب عهدة - محمد مسعد,"15,000","15,000",0,0,45839,,45839,45839,1019-7-1
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,,2101010693,شركة المؤسسة الوطنية للتسويق المحدودة نبرو,"150,000","150,000",0,0,45839,,45839,45839,915-7-1
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,,,-,شركة محور العرب التجارية,"13,225","13,225",0,0,45839,,45839,45839,135-7-1
